Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Thu, Jun 28 2012,2400,157,3.8,298,4.4,455,4.2
Fri, Jun 29 2012,0100,68,8.8,196,4.6,264,5.7
Fri, Jun 29 2012,0200,46,21.7,120,5,166,9.6
Fri, Jun 29 2012,0300,22,22.7,99,7.1,121,9.9
Fri, Jun 29 2012,0400,36,16.7,53,17,89,16.9
Fri, Jun 29 2012,0500,41,19.5,45,22.2,86,20.9
Fri, Jun 29 2012,0600,177,7.9,50,24,227,11.5
Fri, Jun 29 2012,0700,542,5.4,119,18.5,661,7.7
Fri, Jun 29 2012,0800,967,4.3,328,10.4,1295,5.9
Fri, Jun 29 2012,0900,804,5,441,8.8,1245,6.3
Fri, Jun 29 2012,1000,638,7.5,422,11.6,1060,9.2
Fri, Jun 29 2012,1100,654,6.3,453,10.4,1107,7.9
Fri, Jun 29 2012,1200,708,7.2,636,9.1,1344,8.1
Fri, Jun 29 2012,1300,764,4.5,765,5.4,1529,4.9
Fri, Jun 29 2012,1400,628,6.4,878,4.6,1506,5.3
Fri, Jun 29 2012,1500,663,5.7,927,4.4,1590,5
Fri, Jun 29 2012,1600,665,6,961,3.1,1626,4.3
Fri, Jun 29 2012,1700,799,6.3,967,4.2,1766,5.2
Fri, Jun 29 2012,1800,667,4.3,1075,3.2,1742,3.6
Fri, Jun 29 2012,1900,761,3.5,1024,3.7,1785,3.6
Fri, Jun 29 2012,2000,712,3.2,879,2,1591,2.6
Fri, Jun 29 2012,2100,536,2.6,780,2.6,1316,2.6
Fri, Jun 29 2012,2200,419,3.3,612,2.9,1031,3.1
Fri, Jun 29 2012,2300,274,1.8,469,2.8,743,2.4
Fri, Jun 29 2012,2400,205,3.4,319,1.9,524,2.5
Sat, Jun 30 2012,0100,105,10.5,252,1.6,357,4.2
Sat, Jun 30 2012,0200,71,7,164,4.3,235,5.1
Sat, Jun 30 2012,0300,50,8,123,4.1,173,5.2
Sat, Jun 30 2012,0400,43,9.3,86,2.3,129,4.7
Sat, Jun 30 2012,0500,45,13.3,48,6.2,93,9.7
Sat, Jun 30 2012,0600,87,6.9,35,8.6,122,7.4
Sat, Jun 30 2012,0700,158,10.1,82,17.1,240,12.5
Sat, Jun 30 2012,0800,295,7.5,159,10.7,454,8.6
Sat, Jun 30 2012,0900,497,5,262,9.9,759,6.7
Sat, Jun 30 2012,1000,613,4.4,343,7,956,5.3
Sat, Jun 30 2012,1100,704,3.8,461,3.9,1165,3.9
Sat, Jun 30 2012,1200,734,2.7,607,4.1,1341,3.4
Sat, Jun 30 2012,1300,697,2.4,770,3.6,1467,3.1
Sat, Jun 30 2012,1400,663,3.2,763,1.7,1426,2.4
Sat, Jun 30 2012,1500,705,2.1,723,3.5,1428,2.8
Sat, Jun 30 2012,1600,764,2.4,764,2.4,1528,2.4
Sat, Jun 30 2012,1700,682,3.2,793,2.6,1475,2.9
Sat, Jun 30 2012,1800,603,2.3,805,1.4,1408,1.8
Sat, Jun 30 2012,1900,615,2.9,752,2.3,1367,2.6
Sat, Jun 30 2012,2000,678,1.3,637,2.7,1315,2
Sat, Jun 30 2012,2100,578,1.4,589,2.4,1167,1.9
Sat, Jun 30 2012,2200,450,3.1,442,2.3,892,2.7
Sat, Jun 30 2012,2300,270,0.7,338,1.5,608,1.2
Sat, Jun 30 2012,2400,164,0.6,295,2.7,459,2
Sun, Jul 1 2012,0100,103,1,239,0.8,342,0.9
Sun, Jul 1 2012,0200,68,2.9,180,3.3,248,3.2
Sun, Jul 1 2012,0300,99,3,168,1.8,267,2.2
Sun, Jul 1 2012,0400,78,0,172,1.2,250,0.8
Sun, Jul 1 2012,0500,62,4.8,114,0.9,176,2.3
Sun, Jul 1 2012,0600,69,4.3,65,0,134,2.2
Sun, Jul 1 2012,0700,105,5.7,58,5.2,163,5.5
Sun, Jul 1 2012,0800,168,3,80,0,248,2
Sun, Jul 1 2012,0900,227,4.4,120,4.2,347,4.3
Sun, Jul 1 2012,1000,309,4.2,318,3.5,627,3.8
Sun, Jul 1 2012,1100,448,3.1,348,5.7,796,4.3
Sun, Jul 1 2012,1200,667,1.9,504,1.8,1171,1.9
Sun, Jul 1 2012,1300,700,2.4,585,2.2,1285,2.3
Sun, Jul 1 2012,1400,810,0.9,647,1.2,1457,1
Sun, Jul 1 2012,1500,752,1.1,726,1.2,1478,1.2
Sun, Jul 1 2012,1600,650,0.9,743,2,1393,1.5
Sun, Jul 1 2012,1700,661,2,799,2.3,1460,2.1
Sun, Jul 1 2012,1800,653,2.1,890,2.1,1543,2.1
Sun, Jul 1 2012,1900,704,2.1,828,1.6,1532,1.8
Sun, Jul 1 2012,2000,714,1.5,761,1.4,1475,1.5
Sun, Jul 1 2012,2100,401,2.2,496,3.2,897,2.8
Sun, Jul 1 2012,2200,328,2.7,390,3.3,718,3.1
Sun, Jul 1 2012,2300,260,3.5,307,2.6,567,3
Sun, Jul 1 2012,2400,173,1.7,209,4.3,382,3.1
Mon, Jul 2 2012,0100,76,3.9,127,7.1,203,5.9
Mon, Jul 2 2012,0200,50,2,94,5.3,144,4.2
Mon, Jul 2 2012,0300,40,12.5,50,6,90,8.9
Mon, Jul 2 2012,0400,38,13.2,58,6.9,96,9.4
Mon, Jul 2 2012,0500,57,15.8,33,12.1,90,14.4
Mon, Jul 2 2012,0600,153,8.5,63,17.5,216,11.1
Mon, Jul 2 2012,0700,564,4.8,135,13.3,699,6.4
Mon, Jul 2 2012,0800,1010,3.9,308,11,1318,5.5
Mon, Jul 2 2012,0900,837,4.5,506,9.5,1343,6.4
Mon, Jul 2 2012,1000,666,4.7,383,12,1049,7.3
Mon, Jul 2 2012,1100,602,7.3,403,10.4,1005,8.6
Mon, Jul 2 2012,1200,621,6.9,548,8.9,1169,7.9
Mon, Jul 2 2012,1300,668,7.3,540,7.4,1208,7.5
Mon, Jul 2 2012,1400,684,6.9,596,7.2,1280,7
Mon, Jul 2 2012,1500,699,6.9,676,7.1,1375,7
Mon, Jul 2 2012,1600,670,4.3,861,3.9,1531,4.1
Mon, Jul 2 2012,1700,565,7.3,1062,4.4,1627,5.4
Mon, Jul 2 2012,1800,587,6,999,3.3,1586,4.3
Mon, Jul 2 2012,1900,654,4,986,4.7,1640,4.4
Mon, Jul 2 2012,2000,587,4.3,732,3,1319,3.6
Mon, Jul 2 2012,2100,435,3.7,518,3.7,953,3.7
Mon, Jul 2 2012,2200,328,4.3,452,4.2,780,4.2
Mon, Jul 2 2012,2300,237,3.8,347,3.5,584,3.6
Mon, Jul 2 2012,2400,186,7,317,3.8,503,5
Tue, Jul 3 2012,0100,113,4.4,174,4.6,287,4.5
Tue, Jul 3 2012,0200,54,9.3,78,14.1,132,12.1
Tue, Jul 3 2012,0300,26,11.5,92,9.8,118,10.2
Tue, Jul 3 2012,0400,37,18.9,207,1,244,3.7
Tue, Jul 3 2012,0500,59,22,107,5.6,166,11.4
Tue, Jul 3 2012,0600,138,10.9,63,23.8,201,14.9
Tue, Jul 3 2012,0700,588,5.3,131,16,719,7.2
Tue, Jul 3 2012,0800,972,5,307,12.1,1279,6.7
Tue, Jul 3 2012,0900,876,4.3,505,8.9,1381,6
Tue, Jul 3 2012,1000,687,6.6,420,11.2,1107,8.3
Tue, Jul 3 2012,1100,679,6,472,10.6,1151,7.9
Tue, Jul 3 2012,1200,677,6.9,546,8.6,1223,7.7
Tue, Jul 3 2012,1300,717,7.3,553,9.2,1270,8.1
Tue, Jul 3 2012,1400,693,4.8,621,6.4,1314,5.6
Tue, Jul 3 2012,1500,761,6.4,726,6.6,1487,6.5
Tue, Jul 3 2012,1600,695,4.5,847,5.5,1542,5.1
Tue, Jul 3 2012,1700,718,6.5,963,4.2,1681,5.2
Tue, Jul 3 2012,1800,659,6.8,1007,4.5,1666,5.4
Tue, Jul 3 2012,1900,749,3.3,960,4.8,1709,4.2
Tue, Jul 3 2012,2000,727,2.3,703,2.8,1430,2.6
Tue, Jul 3 2012,2100,579,2.9,589,1.9,1168,2.4
Tue, Jul 3 2012,2200,317,2.5,426,4.9,743,3.9
Tue, Jul 3 2012,2300,257,4.7,385,2.1,642,3.1
Tue, Jul 3 2012,2400,143,3.5,705,1.8,848,2.1
Wed, Jul 4 2012,0100,78,12.8,447,2,525,3.6
Wed, Jul 4 2012,0200,47,6.4,184,1.6,231,2.6
Wed, Jul 4 2012,0300,44,15.9,126,3.2,170,6.5
Wed, Jul 4 2012,0400,54,13,105,5.7,159,8.2
Wed, Jul 4 2012,0500,57,19.3,69,18.8,126,19
Wed, Jul 4 2012,0600,142,10.6,57,14,199,11.6
Wed, Jul 4 2012,0700,578,5.7,121,22.3,699,8.6
Wed, Jul 4 2012,0800,1002,4.9,350,14.6,1352,7.4
Wed, Jul 4 2012,0900,871,6.5,512,9,1383,7.4
Wed, Jul 4 2012,1000,747,7,470,12.3,1217,9
Wed, Jul 4 2012,1100,778,5.7,519,10.2,1297,7.5
Wed, Jul 4 2012,1200,710,6.1,512,8.2,1222,7
Wed, Jul 4 2012,1300,744,5.5,577,9.2,1321,7.1
Wed, Jul 4 2012,1400,664,5.4,686,5.2,1350,5.3
Wed, Jul 4 2012,1500,708,6.6,760,6.4,1468,6.5
Wed, Jul 4 2012,1600,659,4.9,892,5,1551,5
Wed, Jul 4 2012,1700,646,7.1,989,4.9,1635,5.7
Wed, Jul 4 2012,1800,630,4.9,1022,3.5,1652,4.1
Wed, Jul 4 2012,1900,684,2.6,1074,4.6,1758,3.8
Wed, Jul 4 2012,2000,603,4.1,685,3.4,1288,3.7
Wed, Jul 4 2012,2100,582,2.6,558,3.8,1140,3.2
Wed, Jul 4 2012,2200,510,2.7,437,5.7,947,4.1
Wed, Jul 4 2012,2300,386,2.8,312,3.8,698,3.3
Wed, Jul 4 2012,2400,164,7.9,518,1,682,2.6
Thu, Jul 5 2012,0100,60,8.3,751,1.5,811,2
Thu, Jul 5 2012,0200,32,12.5,268,2.2,300,3.3
Thu, Jul 5 2012,0300,42,19,106,7.5,148,10.8
Thu, Jul 5 2012,0400,28,14.3,77,6.5,105,8.6
Thu, Jul 5 2012,0500,54,25.9,58,6.9,112,16.1
Thu, Jul 5 2012,0600,144,9,66,25.8,210,14.3
Thu, Jul 5 2012,0700,565,5.7,108,22.2,673,8.3
Thu, Jul 5 2012,0800,991,4,318,14.2,1309,6.5
Thu, Jul 5 2012,0900,874,5,511,10.6,1385,7.1
Thu, Jul 5 2012,1000,743,6.5,467,10.5,1210,8
Thu, Jul 5 2012,1100,730,6.8,481,10.8,1211,8.4
Thu, Jul 5 2012,1200,707,7.4,551,9.4,1258,8.3
Thu, Jul 5 2012,1300,765,6.1,585,9.6,1350,7.6
Thu, Jul 5 2012,1400,704,5.3,676,8.1,1380,6.7
Thu, Jul 5 2012,1500,729,8.9,770,7.5,1499,8.2
Thu, Jul 5 2012,1600,712,6,893,6,1605,6
Thu, Jul 5 2012,1700,629,7.3,1012,4.3,1641,5.5
Thu, Jul 5 2012,1800,716,6.1,1018,4,1734,4.9
Thu, Jul 5 2012,1900,648,3.7,1071,4.2,1719,4
Thu, Jul 5 2012,2000,633,4.1,831,3.4,1464,3.7
Thu, Jul 5 2012,2100,506,4.3,680,2.5,1186,3.3
Thu, Jul 5 2012,2200,387,4.7,652,3.5,1039,3.9
Thu, Jul 5 2012,2300,300,3,510,4.7,810,4.1
Thu, Jul 5 2012,2400,176,4.5,446,3.4,622,3.7
Fri, Jul 6 2012,0100,81,9.9,300,2,381,3.7
Fri, Jul 6 2012,0200,48,10.4,159,2.5,207,4.3
Fri, Jul 6 2012,0300,38,18.4,109,3.7,147,7.5
Fri, Jul 6 2012,0400,43,11.6,77,7.8,120,9.2
Fri, Jul 6 2012,0500,42,19,59,20.3,101,19.8
Fri, Jul 6 2012,0600,156,12.2,50,24,206,15
Fri, Jul 6 2012,0700,566,6.2,118,25.4,684,9.5
Fri, Jul 6 2012,0800,975,5,271,12.9,1246,6.7
Fri, Jul 6 2012,0900,835,5.6,429,9.1,1264,6.8
Fri, Jul 6 2012,1000,651,5.8,425,14.8,1076,9.4
Fri, Jul 6 2012,1100,752,6.1,540,10.7,1292,8
Fri, Jul 6 2012,1200,713,5.6,605,9.3,1318,7.3
Fri, Jul 6 2012,1300,745,8.1,672,6.2,1417,7.2
Fri, Jul 6 2012,1400,676,6.5,867,6.1,1543,6.3
Fri, Jul 6 2012,1500,684,5.8,844,5.5,1528,5.6
Fri, Jul 6 2012,1600,630,6,931,4.8,1561,5.3
Fri, Jul 6 2012,1700,711,5.1,965,4.5,1676,4.7
Fri, Jul 6 2012,1800,671,5.1,979,3.7,1650,4.2
Fri, Jul 6 2012,1900,757,3.6,951,3.8,1708,3.7
Fri, Jul 6 2012,2000,785,3.9,913,1.8,1698,2.8
Fri, Jul 6 2012,2100,557,2.9,759,2.5,1316,2.7
Fri, Jul 6 2012,2200,470,3.2,599,2.5,1069,2.8
Fri, Jul 6 2012,2300,272,3.7,506,2.4,778,2.8
Fri, Jul 6 2012,2400,165,3.6,467,3,632,3.2
Sat, Jul 7 2012,0100,140,3.6,300,2,440,2.5
Sat, Jul 7 2012,0200,82,7.3,186,3.2,268,4.5
Sat, Jul 7 2012,0300,65,9.2,134,4.5,199,6
Sat, Jul 7 2012,0400,46,2.2,130,3.8,176,3.4
Sat, Jul 7 2012,0500,47,6.4,87,8,134,7.5
Sat, Jul 7 2012,0600,99,8.1,66,7.6,165,7.9
Sat, Jul 7 2012,0700,160,11.2,71,7,231,10
Sat, Jul 7 2012,0800,285,9.5,175,13.1,460,10.9
Sat, Jul 7 2012,0900,482,5,283,6.7,765,5.6
Sat, Jul 7 2012,1000,606,3.1,333,5.7,939,4
Sat, Jul 7 2012,1100,734,4.6,448,5.4,1182,4.9
Sat, Jul 7 2012,1200,812,2.3,598,4.5,1410,3.3
Sat, Jul 7 2012,1300,727,2.8,628,1.9,1355,2.4
Sat, Jul 7 2012,1400,741,1.6,718,2.6,1459,2.1
Sat, Jul 7 2012,1500,750,2.7,695,3.5,1445,3
Sat, Jul 7 2012,1600,651,2.3,738,3.7,1389,3
Sat, Jul 7 2012,1700,609,2.6,768,2.6,1377,2.6
Sat, Jul 7 2012,1800,653,2.1,872,2.4,1525,2.3
Sat, Jul 7 2012,1900,655,3.2,876,3.1,1531,3.1
Sat, Jul 7 2012,2000,730,1.5,738,0.9,1468,1.2
Sat, Jul 7 2012,2100,685,1.5,696,2.4,1381,2
Sat, Jul 7 2012,2200,512,1.6,534,2.2,1046,1.9
Sat, Jul 7 2012,2300,264,1.9,477,2.5,741,2.3
Sat, Jul 7 2012,2400,161,1.2,512,1.4,673,1.3
Sun, Jul 8 2012,0100,96,2.1,296,1,392,1.3
Sun, Jul 8 2012,0200,75,1.3,187,1.6,262,1.5
Sun, Jul 8 2012,0300,100,5,187,0.5,287,2.1
Sun, Jul 8 2012,0400,82,0,179,2.8,261,1.9
Sun, Jul 8 2012,0500,63,4.8,112,0,175,1.7
Sun, Jul 8 2012,0600,70,4.3,71,2.8,141,3.5
Sun, Jul 8 2012,0700,99,5.1,67,4.5,166,4.8
Sun, Jul 8 2012,0800,171,4.7,92,1.1,263,3.4
Sun, Jul 8 2012,0900,250,6,129,4.7,379,5.5
Sun, Jul 8 2012,1000,358,4.2,270,3,628,3.7
Sun, Jul 8 2012,1100,579,2.4,342,2,921,2.3
Sun, Jul 8 2012,1200,738,1.2,462,1.5,1200,1.3
Sun, Jul 8 2012,1300,778,2.4,573,1.6,1351,2.1
Sun, Jul 8 2012,1400,788,1,638,1.7,1426,1.3
Sun, Jul 8 2012,1500,773,0.9,744,1.3,1517,1.1
Sun, Jul 8 2012,1600,712,1.1,822,2.1,1534,1.6
Sun, Jul 8 2012,1700,603,1.3,832,1.6,1435,1.5
Sun, Jul 8 2012,1800,527,1.1,822,1.8,1349,1.6
Sun, Jul 8 2012,1900,703,1.6,954,1.9,1657,1.8
Sun, Jul 8 2012,2000,688,2.3,908,1.4,1596,1.8
Sun, Jul 8 2012,2100,535,2.2,876,2.2,1411,2.2
Sun, Jul 8 2012,2200,435,2.1,653,2.8,1088,2.5
Sun, Jul 8 2012,2300,263,2.7,355,2.8,618,2.8
Sun, Jul 8 2012,2400,128,1.6,253,4,381,3.1
Mon, Jul 9 2012,0100,56,5.4,144,4.9,200,5
Mon, Jul 9 2012,0200,47,8.5,80,0,127,3.1
Mon, Jul 9 2012,0300,31,16.1,72,4.2,103,7.8
Mon, Jul 9 2012,0400,30,3.3,47,10.6,77,7.8
Mon, Jul 9 2012,0500,57,17.5,36,13.9,93,16.1
Mon, Jul 9 2012,0600,131,8.4,60,15,191,10.5
Mon, Jul 9 2012,0700,543,5.7,159,18.9,702,8.7
Mon, Jul 9 2012,0800,1046,5.5,323,10.5,1369,6.7
Mon, Jul 9 2012,0900,814,5.5,457,12.7,1271,8.1
Mon, Jul 9 2012,1000,686,6.6,413,9.2,1099,7.6
Mon, Jul 9 2012,1100,669,7.8,485,11.5,1154,9.4
Mon, Jul 9 2012,1200,679,6.6,547,8.4,1226,7.4
Mon, Jul 9 2012,1300,628,6.4,555,7.7,1183,7
Mon, Jul 9 2012,1400,604,7.6,661,6.2,1265,6.9
Mon, Jul 9 2012,1500,697,6.5,746,5,1443,5.7
Mon, Jul 9 2012,1600,668,5.8,874,4.5,1542,5.1
Mon, Jul 9 2012,1700,579,7.1,1031,3.6,1610,4.8
Mon, Jul 9 2012,1800,619,7.1,1070,3.7,1689,5
Mon, Jul 9 2012,1900,643,5,1063,3.6,1706,4.1
Mon, Jul 9 2012,2000,481,5.6,705,4.5,1186,5
Mon, Jul 9 2012,2100,475,2.7,496,5,971,3.9
Mon, Jul 9 2012,2200,294,5.1,462,3.2,756,4
Mon, Jul 9 2012,2300,242,5.4,273,4,515,4.7
Mon, Jul 9 2012,2400,127,7.1,238,3.4,365,4.7
Tue, Jul 10 2012,0100,58,12.1,126,6.3,184,8.2
Tue, Jul 10 2012,0200,33,18.2,64,4.7,97,9.3
Tue, Jul 10 2012,0300,20,20,57,12.3,77,14.3
Tue, Jul 10 2012,0400,31,9.7,32,12.5,63,11.1
Tue, Jul 10 2012,0500,46,23.9,22,36.4,68,27.9
Tue, Jul 10 2012,0600,132,7.6,54,29.6,186,14
Tue, Jul 10 2012,0700,616,6,104,21.2,720,8.2
Tue, Jul 10 2012,0800,1006,4.4,346,9.5,1352,5.7
Tue, Jul 10 2012,0900,829,4.9,494,11.3,1323,7.3
Tue, Jul 10 2012,1000,664,6.6,442,11.1,1106,8.4
Tue, Jul 10 2012,1100,662,6,480,11,1142,8.1
Tue, Jul 10 2012,1200,658,7.1,542,12.2,1200,9.4
Tue, Jul 10 2012,1300,661,6.4,590,6.4,1251,6.4
Tue, Jul 10 2012,1400,627,6.1,632,8.1,1259,7.1
Tue, Jul 10 2012,1500,694,7.2,721,8,1415,7.6
Tue, Jul 10 2012,1600,579,6.2,913,4.8,1492,5.4
Tue, Jul 10 2012,1700,570,7.7,884,5.3,1454,6.3
Tue, Jul 10 2012,1800,578,6.6,1023,3.8,1601,4.8
Tue, Jul 10 2012,1900,602,5.6,993,3.6,1595,4.4
Tue, Jul 10 2012,2000,568,3.2,697,3.7,1265,3.5
Tue, Jul 10 2012,2100,389,4.9,557,2.9,946,3.7
Tue, Jul 10 2012,2200,331,3.9,431,2.8,762,3.3
Tue, Jul 10 2012,2300,244,2.5,328,3.4,572,3
Tue, Jul 10 2012,2400,160,4.4,233,2.1,393,3.1
Wed, Jul 11 2012,0100,71,9.9,144,0.7,215,3.7
Wed, Jul 11 2012,0200,24,4.2,66,7.6,90,6.7
Wed, Jul 11 2012,0300,20,20,59,6.8,79,10.1
Wed, Jul 11 2012,0400,26,19.2,30,20,56,19.6
Wed, Jul 11 2012,0500,46,28.3,24,50,70,35.7
Wed, Jul 11 2012,0600,129,12.4,39,20.5,168,14.3
Wed, Jul 11 2012,0700,562,5.2,128,23.4,690,8.6
Wed, Jul 11 2012,0800,1045,4.8,343,13.1,1388,6.8
Wed, Jul 11 2012,0900,798,6.1,496,10.9,1294,8
Wed, Jul 11 2012,1000,646,3.7,446,10.1,1092,6.3
Wed, Jul 11 2012,1100,659,6.5,498,9.8,1157,8
Wed, Jul 11 2012,1200,638,8.3,529,9.1,1167,8.7
Wed, Jul 11 2012,1300,588,6,581,6.7,1169,6.3
Wed, Jul 11 2012,1400,602,5.8,579,6.9,1181,6.4
Wed, Jul 11 2012,1500,695,8.2,660,10.5,1355,9.3
Wed, Jul 11 2012,1600,553,7.2,770,4.2,1323,5.4
Wed, Jul 11 2012,1700,571,8.4,703,4.3,1274,6.1
Wed, Jul 11 2012,1800,619,5.2,941,3.9,1560,4.4
Wed, Jul 11 2012,1900,619,4.8,1003,4,1622,4.3
Wed, Jul 11 2012,2000,599,4.5,665,2.1,1264,3.2
Wed, Jul 11 2012,2100,402,4.2,558,4.7,960,4.5
Wed, Jul 11 2012,2200,365,6.6,478,4.2,843,5.2
Wed, Jul 11 2012,2300,242,4.5,372,4.6,614,4.6
Wed, Jul 11 2012,2400,140,5,255,3.9,395,4.3
Thu, Jul 12 2012,0100,80,10,175,5.1,255,6.7
Thu, Jul 12 2012,0200,28,10.7,92,7.6,120,8.3
Thu, Jul 12 2012,0300,30,30,70,10,100,16
Thu, Jul 12 2012,0400,22,13.6,36,13.9,58,13.8
Thu, Jul 12 2012,0500,37,24.3,31,12.9,68,19.1
Thu, Jul 12 2012,0600,140,11.4,45,26.7,185,15.1
Thu, Jul 12 2012,0700,584,5.5,113,19.5,697,7.7
Thu, Jul 12 2012,0800,1032,5.6,368,12.5,1400,7.4
Thu, Jul 12 2012,0900,820,4,450,9.8,1270,6.1
Thu, Jul 12 2012,1000,652,5.2,439,11.8,1091,7.9
Thu, Jul 12 2012,1100,712,6.3,477,10.9,1189,8.2
Thu, Jul 12 2012,1200,626,5.3,539,10.8,1165,7.8
Thu, Jul 12 2012,1300,637,6.9,587,8.5,1224,7.7
Thu, Jul 12 2012,1400,641,8,678,6,1319,7
Thu, Jul 12 2012,1500,724,5.8,741,7.6,1465,6.7
Thu, Jul 12 2012,1600,609,6.2,802,4.4,1411,5.2
Thu, Jul 12 2012,1700,570,7,978,3.7,1548,4.9
Thu, Jul 12 2012,1800,735,6.3,995,3.3,1730,4.6
Thu, Jul 12 2012,1900,693,4,955,4.2,1648,4.1
Thu, Jul 12 2012,2000,632,3.3,784,4,1416,3.7
Thu, Jul 12 2012,2100,472,5.1,705,3.5,1177,4.2
Thu, Jul 12 2012,2200,338,6.8,545,6.2,883,6.5
Thu, Jul 12 2012,2300,274,5.8,391,5.9,665,5.9
Thu, Jul 12 2012,2400,185,7,313,5.1,498,5.8
Fri, Jul 13 2012,0100,74,9.5,252,4,326,5.2
Fri, Jul 13 2012,0200,38,13.2,105,4.8,143,7
Fri, Jul 13 2012,0300,26,15.4,72,6.9,98,9.2
Fri, Jul 13 2012,0400,26,19.2,36,22.2,62,21
Fri, Jul 13 2012,0500,40,22.5,31,25.8,71,23.9
Fri, Jul 13 2012,0600,149,13.4,48,25,197,16.2
Fri, Jul 13 2012,0700,541,7.2,94,20.2,635,9.1
Fri, Jul 13 2012,0800,1002,4.8,297,12.5,1299,6.5
Fri, Jul 13 2012,0900,808,5.4,459,11.5,1267,7.7
Fri, Jul 13 2012,1000,683,5.3,459,8.9,1142,6.7
Fri, Jul 13 2012,1100,690,6.5,492,8.1,1182,7.2
Fri, Jul 13 2012,1200,720,5.8,611,7.5,1331,6.6
Fri, Jul 13 2012,1300,730,7.1,681,8.5,1411,7.8
Fri, Jul 13 2012,1400,667,5.8,883,6.5,1550,6.2
Fri, Jul 13 2012,1500,606,5.9,904,5.5,1510,5.7
Fri, Jul 13 2012,1600,702,7.5,939,4.5,1641,5.8
Fri, Jul 13 2012,1700,582,7.2,981,5.3,1563,6
Fri, Jul 13 2012,1800,744,4.4,955,3.4,1699,3.8
Fri, Jul 13 2012,1900,718,4.7,973,4.3,1691,4.5
Fri, Jul 13 2012,2000,656,4.7,859,2.7,1515,3.6
Fri, Jul 13 2012,2100,511,4.7,854,2.9,1365,3.6
Fri, Jul 13 2012,2200,342,2.9,661,5.1,1003,4.4
Fri, Jul 13 2012,2300,284,3.5,457,2.6,741,3
Fri, Jul 13 2012,2400,154,4.5,294,2,448,2.9
Sat, Jul 14 2012,0100,93,5.4,163,1.2,256,2.7
Sat, Jul 14 2012,0200,49,14.3,123,2.4,172,5.8
Sat, Jul 14 2012,0300,37,8.1,106,5.7,143,6.3
Sat, Jul 14 2012,0400,32,6.2,83,7.2,115,7
Sat, Jul 14 2012,0500,64,6.2,38,7.9,102,6.9
Sat, Jul 14 2012,0600,95,11.6,49,10.2,144,11.1
Sat, Jul 14 2012,0700,151,7.9,74,9.5,225,8.4
Sat, Jul 14 2012,0800,292,5.1,189,8.5,481,6.4
Sat, Jul 14 2012,0900,448,5.8,282,8.9,730,7
Sat, Jul 14 2012,1000,552,5.4,362,7.2,914,6.1
Sat, Jul 14 2012,1100,688,3.9,542,3.7,1230,3.8
Sat, Jul 14 2012,1200,771,2.9,656,3.8,1427,3.3
Sat, Jul 14 2012,1300,750,2.7,739,3.2,1489,3
Sat, Jul 14 2012,1400,731,1.6,734,2.3,1465,2
Sat, Jul 14 2012,1500,607,3,718,3.3,1325,3.2
Sat, Jul 14 2012,1600,644,2.2,782,1.5,1426,1.8
Sat, Jul 14 2012,1700,595,3,795,3.5,1390,3.3
Sat, Jul 14 2012,1800,531,3.8,838,2.1,1369,2.8
Sat, Jul 14 2012,1900,528,2.5,780,2.9,1308,2.8
Sat, Jul 14 2012,2000,542,1.3,649,2.8,1191,2.1
Sat, Jul 14 2012,2100,476,1.9,547,2.6,1023,2.2
Sat, Jul 14 2012,2200,429,2.8,440,1.8,869,2.3
Sat, Jul 14 2012,2300,302,1.7,299,2.7,601,2.2
Sat, Jul 14 2012,2400,149,3.4,251,2.8,400,3
Sun, Jul 15 2012,0100,83,2.4,169,1.8,252,2
Sun, Jul 15 2012,0200,80,3.8,144,1.4,224,2.2
Sun, Jul 15 2012,0300,67,3,131,0.8,198,1.5
Sun, Jul 15 2012,0400,49,0,111,0.9,160,0.6
Sun, Jul 15 2012,0500,45,6.7,76,3.9,121,5
Sun, Jul 15 2012,0600,54,11.1,37,0,91,6.6
Sun, Jul 15 2012,0700,95,5.3,53,5.7,148,5.4
Sun, Jul 15 2012,0800,156,3.8,95,1.1,251,2.8
Sun, Jul 15 2012,0900,231,3.9,139,5.8,370,4.6
Sun, Jul 15 2012,1000,350,4.6,295,4.1,645,4.3
Sun, Jul 15 2012,1100,463,3,373,2.9,836,3
Sun, Jul 15 2012,1200,660,1.1,534,3.7,1194,2.3
Sun, Jul 15 2012,1300,732,1.6,622,2.7,1354,2.1
Sun, Jul 15 2012,1400,719,1.8,598,2,1317,1.9
Sun, Jul 15 2012,1500,735,1.6,573,1.6,1308,1.6
Sun, Jul 15 2012,1600,649,2.2,712,1.8,1361,2
Sun, Jul 15 2012,1700,628,3,779,1.5,1407,2.2
Sun, Jul 15 2012,1800,557,2.2,900,2.6,1457,2.4
Sun, Jul 15 2012,1900,609,2.1,728,1.9,1337,2
Sun, Jul 15 2012,2000,735,2,797,0.8,1532,1.4
Sun, Jul 15 2012,2100,598,1.5,622,2.3,1220,1.9
Sun, Jul 15 2012,2200,487,1.2,469,3.6,956,2.4
Sun, Jul 15 2012,2300,338,1.8,299,2.7,637,2.2
Sun, Jul 15 2012,2400,165,5.5,195,2.1,360,3.6
Mon, Jul 16 2012,0100,72,4.2,86,9.3,158,7
Mon, Jul 16 2012,0200,38,7.9,75,1.3,113,3.5
