Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Sun, Oct 30 2011,2200,94,19.1,136,1.5,230,8.7
Sun, Oct 30 2011,2300,-2,0,-2,0,-4,0
Sun, Oct 30 2011,2400,41,9.8,47,6.4,88,8
Mon, Oct 31 2011,0100,38,7.9,29,20.7,67,13.4
Mon, Oct 31 2011,0200,63,12.7,28,7.1,91,11
Mon, Oct 31 2011,0300,22,22.7,30,10,52,15.4
Mon, Oct 31 2011,0400,24,25,17,0,41,14.6
Mon, Oct 31 2011,0500,9,33.3,30,6.7,39,12.8
Mon, Oct 31 2011,0600,25,20,57,3.5,82,8.5
Mon, Oct 31 2011,0700,25,8,52,7.7,77,7.8
Mon, Oct 31 2011,0800,74,9.5,55,10.9,129,10.1
Mon, Oct 31 2011,0900,96,11.5,71,4.2,167,8.4
Mon, Oct 31 2011,1000,126,19.8,118,7.6,244,13.9
Mon, Oct 31 2011,1100,214,10.7,208,5.8,422,8.3
Mon, Oct 31 2011,1200,276,9.8,334,3.3,610,6.2
Mon, Oct 31 2011,1300,437,6.2,473,2.1,910,4.1
Mon, Oct 31 2011,1400,422,5.2,510,2.7,932,3.9
Mon, Oct 31 2011,1500,459,8.5,504,2.2,963,5.2
Mon, Oct 31 2011,1600,507,4.3,478,1.3,985,2.8
Mon, Oct 31 2011,1700,441,4.1,498,2,939,3
Mon, Oct 31 2011,1800,390,6.9,451,2.4,841,4.5
Mon, Oct 31 2011,1900,380,9.5,439,2.1,819,5.5
Mon, Oct 31 2011,2000,339,3.2,333,3.6,672,3.4
Mon, Oct 31 2011,2100,250,5.6,258,3.9,508,4.7
Mon, Oct 31 2011,2200,159,3.1,168,6,327,4.6
Mon, Oct 31 2011,2300,97,4.1,104,6.7,201,5.5
Mon, Oct 31 2011,2400,42,14.3,48,4.2,90,8.9
Tue, Nov 1 2011,0100,42,2.4,24,16.7,66,7.6
Tue, Nov 1 2011,0200,12,33.3,24,4.2,36,13.9
Tue, Nov 1 2011,0300,10,20,12,33.3,22,27.3
Tue, Nov 1 2011,0400,8,12.5,16,37.5,24,29.2
Tue, Nov 1 2011,0500,14,35.7,35,17.1,49,22.4
Tue, Nov 1 2011,0600,75,13.3,94,20.2,169,17.2
Tue, Nov 1 2011,0700,203,9.4,157,10.8,360,10
Tue, Nov 1 2011,0800,320,9.7,416,6.5,736,7.9
Tue, Nov 1 2011,0900,317,7.9,494,4.7,811,5.9
Tue, Nov 1 2011,1000,327,13.8,359,9.5,686,11.5
Tue, Nov 1 2011,1100,354,10.7,345,10.4,699,10.6
Tue, Nov 1 2011,1200,394,12.4,384,8.6,778,10.5
Tue, Nov 1 2011,1300,405,11.4,379,10,784,10.7
Tue, Nov 1 2011,1400,424,7.8,448,6.5,872,7.1
Tue, Nov 1 2011,1500,417,8.6,387,6.7,804,7.7
Tue, Nov 1 2011,1600,407,8.6,432,9.3,839,8.9
Tue, Nov 1 2011,1700,474,7.2,441,6.1,915,6.7
Tue, Nov 1 2011,1800,543,5.2,435,5.3,978,5.2
Tue, Nov 1 2011,1900,423,6.4,410,3.9,833,5.2
Tue, Nov 1 2011,2000,216,7.4,297,10.1,513,9
Tue, Nov 1 2011,2100,155,13.5,185,9.7,340,11.5
Tue, Nov 1 2011,2200,120,15.8,118,6.8,238,11.3
Tue, Nov 1 2011,2300,80,18.8,88,10.2,168,14.3
Tue, Nov 1 2011,2400,38,26.3,39,7.7,77,16.9
Wed, Nov 2 2011,0100,30,26.7,25,12,55,20
Wed, Nov 2 2011,0200,8,50,13,30.8,21,38.1
Wed, Nov 2 2011,0300,9,33.3,14,35.7,23,34.8
Wed, Nov 2 2011,0400,11,72.7,10,30,21,52.4
Wed, Nov 2 2011,0500,13,46.2,21,19,34,29.4
Wed, Nov 2 2011,0600,45,20,78,14.1,123,16.3
Wed, Nov 2 2011,0700,160,13.8,145,16.6,305,15.1
Wed, Nov 2 2011,0800,339,8.8,357,7.8,696,8.3
Wed, Nov 2 2011,0900,297,11.1,493,6.3,790,8.1
Wed, Nov 2 2011,1000,287,10.8,354,13.6,641,12.3
Wed, Nov 2 2011,1100,308,14.6,334,12.6,642,13.6
Wed, Nov 2 2011,1200,356,9.3,322,8.4,678,8.8
Wed, Nov 2 2011,1300,367,11.2,365,10.1,732,10.7
Wed, Nov 2 2011,1400,369,11.7,393,7.1,762,9.3
Wed, Nov 2 2011,1500,410,8.5,377,8.2,787,8.4
Wed, Nov 2 2011,1600,391,9,446,9,837,9
Wed, Nov 2 2011,1700,465,7.3,413,8.2,878,7.7
Wed, Nov 2 2011,1800,624,2.9,401,3.7,1025,3.2
Wed, Nov 2 2011,1900,434,4.8,406,6.9,840,5.8
Wed, Nov 2 2011,2000,245,7.3,268,7.1,513,7.2
Wed, Nov 2 2011,2100,167,6.6,185,7,352,6.8
Wed, Nov 2 2011,2200,153,6.5,130,3.1,283,4.9
Wed, Nov 2 2011,2300,124,5.6,68,4.4,192,5.2
Wed, Nov 2 2011,2400,50,6,53,7.5,103,6.8
Thu, Nov 3 2011,0100,41,17.1,25,20,66,18.2
Thu, Nov 3 2011,0200,14,35.7,8,12.5,22,27.3
Thu, Nov 3 2011,0300,7,14.3,15,46.7,22,36.4
Thu, Nov 3 2011,0400,11,45.5,23,65.2,34,58.8
Thu, Nov 3 2011,0500,11,54.5,40,20,51,27.5
Thu, Nov 3 2011,0600,48,29.2,74,23,122,25.4
Thu, Nov 3 2011,0700,155,14.2,122,16.4,277,15.2
Thu, Nov 3 2011,0800,306,11.4,394,7.4,700,9.1
Thu, Nov 3 2011,0900,346,9.8,507,6.3,853,7.7
Thu, Nov 3 2011,1000,276,13.8,404,9.4,680,11.2
Thu, Nov 3 2011,1100,335,11.9,357,8.7,692,10.3
Thu, Nov 3 2011,1200,356,12.4,337,9.5,693,11
Thu, Nov 3 2011,1300,403,8.9,382,11.5,785,10.2
Thu, Nov 3 2011,1400,388,7.5,419,6,807,6.7
Thu, Nov 3 2011,1500,416,10.6,380,8.7,796,9.7
Thu, Nov 3 2011,1600,469,9.2,419,9.3,888,9.2
Thu, Nov 3 2011,1700,539,4.8,497,7.4,1036,6.1
Thu, Nov 3 2011,1800,659,5.6,497,7.4,1156,6.4
Thu, Nov 3 2011,1900,484,19.2,429,5.8,913,12.9
Thu, Nov 3 2011,2000,265,16.6,346,4.3,611,9.7
Thu, Nov 3 2011,2100,222,4.5,224,3.6,446,4
Thu, Nov 3 2011,2200,167,10.8,149,8.1,316,9.5
Thu, Nov 3 2011,2300,71,11.3,100,9,171,9.9
Thu, Nov 3 2011,2400,52,15.4,62,11.3,114,13.2
Fri, Nov 4 2011,0100,26,15.4,38,28.9,64,23.4
Fri, Nov 4 2011,0200,16,37.5,13,30.8,29,34.5
Fri, Nov 4 2011,0300,9,66.7,17,23.5,26,38.5
Fri, Nov 4 2011,0400,7,42.9,11,27.3,18,33.3
Fri, Nov 4 2011,0500,16,50,45,17.8,61,26.2
Fri, Nov 4 2011,0600,38,21.1,85,24.7,123,23.6
Fri, Nov 4 2011,0700,139,15.1,127,17.3,266,16.2
Fri, Nov 4 2011,0800,256,10.5,328,9.5,584,9.9
Fri, Nov 4 2011,0900,285,13,460,6.3,745,8.9
Fri, Nov 4 2011,1000,273,12.5,361,10.5,634,11.4
Fri, Nov 4 2011,1100,333,11.1,340,9.1,673,10.1
Fri, Nov 4 2011,1200,428,11.4,388,10.1,816,10.8
Fri, Nov 4 2011,1300,429,11.7,451,6.2,880,8.9
Fri, Nov 4 2011,1400,482,15.6,503,8.2,985,11.8
Fri, Nov 4 2011,1500,456,18.9,545,5.5,1001,11.6
Fri, Nov 4 2011,1600,567,9.2,572,4.7,1139,6.9
Fri, Nov 4 2011,1700,579,13.6,590,4.9,1169,9.2
Fri, Nov 4 2011,1800,738,4.5,590,3.4,1328,4
Fri, Nov 4 2011,1900,559,3.2,520,4.8,1079,4
Fri, Nov 4 2011,2000,395,2.3,394,2.3,789,2.3
Fri, Nov 4 2011,2100,249,4.4,291,1.7,540,3
Fri, Nov 4 2011,2200,231,1.7,152,2,383,1.8
Fri, Nov 4 2011,2300,99,9.1,102,5.9,201,7.5
Fri, Nov 4 2011,2400,72,5.6,88,3.4,160,4.4
Sat, Nov 5 2011,0100,34,14.7,34,8.8,68,11.8
Sat, Nov 5 2011,0200,18,22.2,28,7.1,46,13
Sat, Nov 5 2011,0300,13,23.1,11,36.4,24,29.2
Sat, Nov 5 2011,0400,5,60,10,20,15,33.3
Sat, Nov 5 2011,0500,12,33.3,36,16.7,48,20.8
Sat, Nov 5 2011,0600,25,20,51,15.7,76,17.1
Sat, Nov 5 2011,0700,74,12.2,53,17,127,14.2
Sat, Nov 5 2011,0800,109,11.9,126,10.3,235,11.1
Sat, Nov 5 2011,0900,184,8.2,184,5.4,368,6.8
Sat, Nov 5 2011,1000,230,7.4,264,7.2,494,7.3
Sat, Nov 5 2011,1100,301,2.7,346,5.2,647,4
Sat, Nov 5 2011,1200,381,5,328,5.2,709,5.1
Sat, Nov 5 2011,1300,457,4.2,329,2.7,786,3.6
Sat, Nov 5 2011,1400,422,4.7,403,5,825,4.8
Sat, Nov 5 2011,1500,448,4.7,415,2.7,863,3.7
Sat, Nov 5 2011,1600,416,2.4,381,2.4,797,2.4
Sat, Nov 5 2011,1700,424,4.7,378,2.1,802,3.5
Sat, Nov 5 2011,1800,394,2.8,470,3.4,864,3.1
Sat, Nov 5 2011,1900,346,2,352,4,698,3
Sat, Nov 5 2011,2000,240,2.5,289,2.8,529,2.6
Sat, Nov 5 2011,2100,155,2.6,194,4.1,349,3.4
Sat, Nov 5 2011,2200,139,2.2,146,2.7,285,2.5
Sat, Nov 5 2011,2300,78,1.3,71,2.8,149,2
Sat, Nov 5 2011,2400,45,4.4,61,3.3,106,3.8
Sun, Nov 6 2011,0100,50,2,49,4.1,99,3
Sun, Nov 6 2011,0200,33,3,34,8.8,67,6
Sun, Nov 6 2011,0300,23,4.3,20,0,43,2.3
Sun, Nov 6 2011,0400,12,16.7,23,4.3,35,8.6
Sun, Nov 6 2011,0500,7,14.3,15,6.7,22,9.1
Sun, Nov 6 2011,0600,6,16.7,31,0,37,2.7
Sun, Nov 6 2011,0700,62,3.2,49,4.1,111,3.6
Sun, Nov 6 2011,0800,71,7,53,13.2,124,9.7
Sun, Nov 6 2011,0900,100,7,78,3.8,178,5.6
Sun, Nov 6 2011,1000,152,3.9,158,8.2,310,6.1
Sun, Nov 6 2011,1100,210,1.9,231,5.6,441,3.9
Sun, Nov 6 2011,1200,351,3.4,313,4.5,664,3.9
Sun, Nov 6 2011,1300,495,2.2,377,1.9,872,2.1
Sun, Nov 6 2011,1400,455,2.4,431,3,886,2.7
Sun, Nov 6 2011,1500,509,2,437,1.6,946,1.8
Sun, Nov 6 2011,1600,501,3,496,2.6,997,2.8
Sun, Nov 6 2011,1700,508,15.6,521,1.2,1029,8.3
Sun, Nov 6 2011,1800,550,6.2,448,1.8,998,4.2
Sun, Nov 6 2011,1900,480,2.9,399,2.5,879,2.7
Sun, Nov 6 2011,2000,345,0.9,443,2.3,788,1.6
Sun, Nov 6 2011,2100,267,2.2,445,4,712,3.4
Sun, Nov 6 2011,2200,218,4.6,208,4.8,426,4.7
Sun, Nov 6 2011,2300,113,5.3,114,4.4,227,4.8
Sun, Nov 6 2011,2400,64,3.1,54,5.6,118,4.2
Mon, Nov 7 2011,0100,24,8.3,25,0,49,4.1
Mon, Nov 7 2011,0200,20,15,16,18.8,36,16.7
Mon, Nov 7 2011,0300,10,10,16,6.2,26,7.7
Mon, Nov 7 2011,0400,6,50,10,40,16,43.8
Mon, Nov 7 2011,0500,19,26.3,36,27.8,55,27.3
Mon, Nov 7 2011,0600,64,18.8,90,20,154,19.5
Mon, Nov 7 2011,0700,168,9.5,165,7.3,333,8.4
Mon, Nov 7 2011,0800,380,6.8,445,9.4,825,8.2
Mon, Nov 7 2011,0900,340,8.5,564,3.4,904,5.3
Mon, Nov 7 2011,1000,305,10.5,365,8.5,670,9.4
Mon, Nov 7 2011,1100,294,11.2,299,10.4,593,10.8
Mon, Nov 7 2011,1200,250,8.4,241,10,491,9.2
Mon, Nov 7 2011,1300,343,14,243,7.4,586,11.3
Mon, Nov 7 2011,1400,318,11,276,12.3,594,11.6
Mon, Nov 7 2011,1500,228,19.3,274,9.1,502,13.7
Mon, Nov 7 2011,1600,274,24.5,309,11.7,583,17.7
Mon, Nov 7 2011,1700,352,15.9,343,9.3,695,12.7
Mon, Nov 7 2011,1800,518,5.2,365,6.8,883,5.9
Mon, Nov 7 2011,1900,353,4,265,7.2,618,5.3
Mon, Nov 7 2011,2000,190,5.8,340,5,530,5.3
Mon, Nov 7 2011,2100,168,4.8,158,9.5,326,7.1
Mon, Nov 7 2011,2200,102,8.8,96,8.3,198,8.6
Mon, Nov 7 2011,2300,63,3.2,76,5.3,139,4.3
Mon, Nov 7 2011,2400,47,12.8,54,11.1,101,11.9
Tue, Nov 8 2011,0100,44,13.6,19,15.8,63,14.3
Tue, Nov 8 2011,0200,18,22.2,15,33.3,33,27.3
Tue, Nov 8 2011,0300,8,75,12,16.7,20,40
Tue, Nov 8 2011,0400,6,66.7,19,42.1,25,48
Tue, Nov 8 2011,0500,14,35.7,22,36.4,36,36.1
Tue, Nov 8 2011,0600,40,35,64,25,104,28.8
Tue, Nov 8 2011,0700,116,11.2,150,12,266,11.7
Tue, Nov 8 2011,0800,340,6.5,361,9.1,701,7.8
Tue, Nov 8 2011,0900,362,9.9,556,6.5,918,7.8
Tue, Nov 8 2011,1000,286,9.8,389,11.8,675,11
Tue, Nov 8 2011,1100,253,13.4,286,15,539,14.3
Tue, Nov 8 2011,1200,254,13.8,266,12.4,520,13.1
Tue, Nov 8 2011,1300,249,14.9,259,12,508,13.4
Tue, Nov 8 2011,1400,278,12.6,255,10.6,533,11.6
Tue, Nov 8 2011,1500,337,14.5,274,13.5,611,14.1
Tue, Nov 8 2011,1600,325,15.4,322,8.4,647,11.9
Tue, Nov 8 2011,1700,433,4.4,338,9.8,771,6.7
Tue, Nov 8 2011,1800,514,5.4,376,7.4,890,6.3
Tue, Nov 8 2011,1900,378,7.1,345,6.1,723,6.6
Tue, Nov 8 2011,2000,198,7.1,204,4.9,402,6
Tue, Nov 8 2011,2100,131,7.6,167,10.2,298,9.1
Tue, Nov 8 2011,2200,133,12,112,7.1,245,9.8
Tue, Nov 8 2011,2300,85,9.4,83,7.2,168,8.3
Tue, Nov 8 2011,2400,34,8.8,42,9.5,76,9.2
Wed, Nov 9 2011,0100,30,23.3,22,9.1,52,17.3
Wed, Nov 9 2011,0200,15,13.3,31,22.6,46,19.6
Wed, Nov 9 2011,0300,7,42.9,12,33.3,19,36.8
Wed, Nov 9 2011,0400,14,57.1,12,58.3,26,57.7
Wed, Nov 9 2011,0500,19,36.8,24,66.7,43,53.5
Wed, Nov 9 2011,0600,38,28.9,60,33.3,98,31.6
Wed, Nov 9 2011,0700,139,16.5,138,11.6,277,14.1
Wed, Nov 9 2011,0800,320,6.6,355,9.6,675,8.1
Wed, Nov 9 2011,0900,363,11,575,6.6,938,8.3
Wed, Nov 9 2011,1000,303,13.5,368,10.9,671,12.1
Wed, Nov 9 2011,1100,252,13.5,289,12.8,541,13.1
Wed, Nov 9 2011,1200,270,19.3,245,9.8,515,14.8
Wed, Nov 9 2011,1300,252,15.5,281,10,533,12.6
Wed, Nov 9 2011,1400,296,9.8,266,10.5,562,10.1
Wed, Nov 9 2011,1500,283,16.6,263,8.7,546,12.8
Wed, Nov 9 2011,1600,333,24.3,345,9.9,678,17
Wed, Nov 9 2011,1700,390,14.9,418,7.2,808,10.9
Wed, Nov 9 2011,1800,538,14.9,313,5.1,851,11.3
Wed, Nov 9 2011,1900,384,7.8,329,6.4,713,7.2
Wed, Nov 9 2011,2000,228,6.1,332,5.4,560,5.7
Wed, Nov 9 2011,2100,153,7.2,245,4.5,398,5.5
Wed, Nov 9 2011,2200,162,4.3,115,12.2,277,7.6
Wed, Nov 9 2011,2300,95,8.4,100,5,195,6.7
Wed, Nov 9 2011,2400,44,11.4,52,23.1,96,17.7
Thu, Nov 10 2011,0100,27,18.5,18,5.6,45,13.3
Thu, Nov 10 2011,0200,18,27.8,13,23.1,31,25.8
Thu, Nov 10 2011,0300,8,37.5,12,58.3,20,50
Thu, Nov 10 2011,0400,10,50,17,41.2,27,44.4
Thu, Nov 10 2011,0500,6,50,30,43.3,36,44.4
Thu, Nov 10 2011,0600,52,34.6,60,33.3,112,33.9
Thu, Nov 10 2011,0700,144,12.5,151,17.2,295,14.9
Thu, Nov 10 2011,0800,317,8.5,394,5.8,711,7
Thu, Nov 10 2011,0900,356,9,541,4.6,897,6.4
Thu, Nov 10 2011,1000,363,8,405,8.4,768,8.2
Thu, Nov 10 2011,1100,305,14.1,322,15.2,627,14.7
Thu, Nov 10 2011,1200,344,16.3,279,11.1,623,14
Thu, Nov 10 2011,1300,303,13.9,287,13.9,590,13.9
Thu, Nov 10 2011,1400,252,21.4,266,11.7,518,16.4
Thu, Nov 10 2011,1500,364,12.4,343,10.2,707,11.3
Thu, Nov 10 2011,1600,373,7.5,400,9.2,773,8.4
Thu, Nov 10 2011,1700,478,7.5,438,7.1,916,7.3
Thu, Nov 10 2011,1800,511,12.7,477,5.7,988,9.3
Thu, Nov 10 2011,1900,474,17.3,343,5.8,817,12.5
Thu, Nov 10 2011,2000,280,12.9,296,6.1,576,9.4
Thu, Nov 10 2011,2100,158,17.7,209,8.1,367,12.3
Thu, Nov 10 2011,2200,176,8,114,6.1,290,7.2
Thu, Nov 10 2011,2300,121,5.8,118,5.1,239,5.4
Thu, Nov 10 2011,2400,46,10.9,63,11.1,109,11
Fri, Nov 11 2011,0100,36,16.7,21,9.5,57,14
Fri, Nov 11 2011,0200,35,20,12,33.3,47,23.4
Fri, Nov 11 2011,0300,9,33.3,17,29.4,26,30.8
Fri, Nov 11 2011,0400,5,60,18,38.9,23,43.5
Fri, Nov 11 2011,0500,16,18.8,42,31,58,27.6
Fri, Nov 11 2011,0600,40,30,68,23.5,108,25.9
Fri, Nov 11 2011,0700,126,15.1,130,16.2,256,15.6
Fri, Nov 11 2011,0800,287,5.9,330,9.1,617,7.6
Fri, Nov 11 2011,0900,313,13.4,505,6.1,818,8.9
Fri, Nov 11 2011,1000,289,13.1,341,10.9,630,11.9
Fri, Nov 11 2011,1100,276,12.7,300,10,576,11.3
Fri, Nov 11 2011,1200,337,8.3,302,11.6,639,9.9
Fri, Nov 11 2011,1300,383,10.7,340,6.2,723,8.6
Fri, Nov 11 2011,1400,420,14.5,370,9.7,790,12.3
Fri, Nov 11 2011,1500,466,7.7,449,8.9,915,8.3
Fri, Nov 11 2011,1600,526,6.8,529,6.6,1055,6.7
Fri, Nov 11 2011,1700,626,9.4,589,4.9,1215,7.2
Fri, Nov 11 2011,1800,681,5.3,560,3.9,1241,4.7
Fri, Nov 11 2011,1900,525,3,559,3.4,1084,3.2
Fri, Nov 11 2011,2000,340,5.3,372,4.8,712,5.1
Fri, Nov 11 2011,2100,200,10,251,4,451,6.7
Fri, Nov 11 2011,2200,181,6.6,169,3,350,4.9
Fri, Nov 11 2011,2300,141,7.8,116,2.6,257,5.4
Fri, Nov 11 2011,2400,55,7.3,69,5.8,124,6.5
Sat, Nov 12 2011,0100,39,10.3,32,15.6,71,12.7
Sat, Nov 12 2011,0200,24,12.5,24,8.3,48,10.4
Sat, Nov 12 2011,0300,18,11.1,36,13.9,54,13
Sat, Nov 12 2011,0400,8,37.5,15,20,23,26.1
Sat, Nov 12 2011,0500,12,16.7,22,9.1,34,11.8
Sat, Nov 12 2011,0600,25,28,44,25,69,26.1
Sat, Nov 12 2011,0700,50,20,73,8.2,123,13
Sat, Nov 12 2011,0800,96,11.5,121,10.7,217,11.1
Sat, Nov 12 2011,0900,226,10.6,174,5.7,400,8.5
Sat, Nov 12 2011,1000,209,7.7,233,7.3,442,7.5
Sat, Nov 12 2011,1100,278,3.2,317,6.9,595,5.2
Sat, Nov 12 2011,1200,360,4.2,352,4.8,712,4.5
Sat, Nov 12 2011,1300,341,5,365,3.3,706,4.1
Sat, Nov 12 2011,1400,394,3.6,422,3.1,816,3.3
Sat, Nov 12 2011,1500,387,2.8,433,4.8,820,3.9
Sat, Nov 12 2011,1600,359,2.8,439,2.5,798,2.6
Sat, Nov 12 2011,1700,355,2.8,454,2,809,2.3
Sat, Nov 12 2011,1800,407,2.2,381,2.9,788,2.5
Sat, Nov 12 2011,1900,353,2.3,319,2.5,672,2.4
Sat, Nov 12 2011,2000,191,3.1,239,3.8,430,3.5
Sat, Nov 12 2011,2100,233,1.3,182,0.5,415,1
Sat, Nov 12 2011,2200,161,3.1,102,2.9,263,3
Sat, Nov 12 2011,2300,82,1.2,85,1.2,167,1.2
Sat, Nov 12 2011,2400,60,1.7,56,0,116,0.9
Sun, Nov 13 2011,0100,53,0,27,3.7,80,1.2
Sun, Nov 13 2011,0200,32,0,21,4.8,53,1.9
Sun, Nov 13 2011,0300,19,0,22,0,41,0
Sun, Nov 13 2011,0400,17,5.9,14,0,31,3.2
Sun, Nov 13 2011,0500,8,0,10,10,18,5.6
Sun, Nov 13 2011,0600,10,30,33,3,43,9.3
Sun, Nov 13 2011,0700,35,0,62,8.1,97,5.2
Sun, Nov 13 2011,0800,71,5.6,53,7.5,124,6.5
Sun, Nov 13 2011,0900,107,2.8,84,4.8,191,3.7
Sun, Nov 13 2011,1000,147,8.8,130,5.4,277,7.2
Sun, Nov 13 2011,1100,172,4.1,247,2.4,419,3.1
Sun, Nov 13 2011,1200,273,18.7,268,3,541,10.9
Sun, Nov 13 2011,1300,325,17.5,404,2,729,8.9
Sun, Nov 13 2011,1400,324,17.9,389,2.1,713,9.3
Sun, Nov 13 2011,1500,364,9.9,444,2.5,808,5.8
Sun, Nov 13 2011,1600,438,5.5,410,2.9,848,4.2
Sun, Nov 13 2011,1700,512,2.9,438,4.1,950,3.5
Sun, Nov 13 2011,1800,489,4.5,434,5.8,923,5.1
Sun, Nov 13 2011,1900,391,18.4,456,2.6,847,9.9
Sun, Nov 13 2011,2000,332,15.4,373,4,705,9.4
Sun, Nov 13 2011,2100,268,20.1,291,5.2,559,12.3
Sun, Nov 13 2011,2200,213,10.3,200,5,413,7.7
Sun, Nov 13 2011,2300,112,8.9,148,2,260,5
Sun, Nov 13 2011,2400,73,5.5,68,10.3,141,7.8
Mon, Nov 14 2011,0100,24,20.8,34,2.9,58,10.3
Mon, Nov 14 2011,0200,21,14.3,19,15.8,40,15
Mon, Nov 14 2011,0300,17,17.6,12,16.7,29,17.2
Mon, Nov 14 2011,0400,6,50,11,45.5,17,47.1
Mon, Nov 14 2011,0500,13,15.4,28,28.6,41,24.4
Mon, Nov 14 2011,0600,68,26.5,89,23.6,157,24.8
Mon, Nov 14 2011,0700,168,15.5,175,9.7,343,12.5
Mon, Nov 14 2011,0800,382,10.2,465,5.6,847,7.7
Mon, Nov 14 2011,0900,360,13.6,546,3.8,906,7.7
Mon, Nov 14 2011,1000,254,16.1,360,6.4,614,10.4
Mon, Nov 14 2011,1100,288,14.9,276,10.5,564,12.8
Mon, Nov 14 2011,1200,255,21.6,267,10.9,522,16.1
Mon, Nov 14 2011,1300,255,22,257,12.5,512,17.2
Mon, Nov 14 2011,1400,268,19,293,10.9,561,14.8
Mon, Nov 14 2011,1500,308,14.3,257,11.3,565,12.9
Mon, Nov 14 2011,1600,339,10.6,342,8.2,681,9.4
Mon, Nov 14 2011,1700,471,6.8,317,7.9,788,7.2
Mon, Nov 14 2011,1800,517,4.1,370,4.9,887,4.4
Mon, Nov 14 2011,1900,332,5.1,314,7,646,6
Mon, Nov 14 2011,2000,186,8.1,246,6.9,432,7.4
Mon, Nov 14 2011,2100,162,30.9,143,7.7,305,20
Mon, Nov 14 2011,2200,118,7.6,88,5.7,206,6.8
Mon, Nov 14 2011,2300,72,6.9,60,8.3,132,7.6
Mon, Nov 14 2011,2400,36,19.4,41,14.6,77,16.9
Tue, Nov 15 2011,0100,52,7.7,24,12.5,76,9.2
Tue, Nov 15 2011,0200,9,44.4,11,18.2,20,30
Tue, Nov 15 2011,0300,8,37.5,11,45.5,19,42.1
Tue, Nov 15 2011,0400,6,50,11,54.5,17,52.9
Tue, Nov 15 2011,0500,12,50,29,31,41,36.6
Tue, Nov 15 2011,0600,43,39.5,80,28.8,123,32.5
Tue, Nov 15 2011,0700,149,9.4,148,14.9,297,12.1
Tue, Nov 15 2011,0800,316,7.9,384,6.8,700,7.3
Tue, Nov 15 2011,0900,339,10,573,5.2,912,7
Tue, Nov 15 2011,1000,294,10.2,393,10.9,687,10.6
Tue, Nov 15 2011,1100,270,13,298,11.1,568,12
Tue, Nov 15 2011,1200,256,14.5,265,14,521,14.2
Tue, Nov 15 2011,1300,281,12.1,235,14.5,516,13.2
Tue, Nov 15 2011,1400,324,12.7,258,8.5,582,10.8
Tue, Nov 15 2011,1500,293,11.6,257,8.6,550,10.2
Tue, Nov 15 2011,1600,338,10.1,315,9.5,653,9.8
Tue, Nov 15 2011,1700,407,6.4,341,7.3,748,6.8
Tue, Nov 15 2011,1800,558,6.8,406,6.4,964,6.6
Tue, Nov 15 2011,1900,381,5.5,298,5.7,679,5.6
Tue, Nov 15 2011,2000,181,9.4,232,5.6,413,7.3
Tue, Nov 15 2011,2100,131,9.2,146,13,277,11.2
Tue, Nov 15 2011,2200,117,6,85,8.2,202,6.9
Tue, Nov 15 2011,2300,83,6,77,13,160,9.4
Tue, Nov 15 2011,2400,39,7.7,48,6.2,87,6.9
Wed, Nov 16 2011,0100,30,16.7,21,9.5,51,13.7
Wed, Nov 16 2011,0200,14,42.9,13,23.1,27,33.3
Wed, Nov 16 2011,0300,8,37.5,13,30.8,21,33.3
Wed, Nov 16 2011,0400,8,50,10,50,18,50
Wed, Nov 16 2011,0500,9,44.4,15,40,24,41.7
Wed, Nov 16 2011,0600,41,34.1,80,22.5,121,26.4
Wed, Nov 16 2011,0700,153,12.4,157,17.2,310,14.8
Wed, Nov 16 2011,0800,319,8.8,369,9.2,688,9
Wed, Nov 16 2011,0900,327,11.6,526,4.9,853,7.5
Wed, Nov 16 2011,1000,334,15.3,375,9.1,709,12
Wed, Nov 16 2011,1100,233,13.3,278,10.4,511,11.7
Wed, Nov 16 2011,1200,259,18.1,247,13,506,15.6
Wed, Nov 16 2011,1300,279,11.8,238,12.6,517,12.2
Wed, Nov 16 2011,1400,291,11,284,11.6,575,11.3
Wed, Nov 16 2011,1500,291,15.1,287,9.8,578,12.5
Wed, Nov 16 2011,1600,338,8.3,314,10.2,652,9.2
Wed, Nov 16 2011,1700,426,7,381,8.7,807,7.8
Wed, Nov 16 2011,1800,514,4.7,384,3.9,898,4.3
Wed, Nov 16 2011,1900,427,4,339,5.3,766,4.6
Wed, Nov 16 2011,2000,218,6.9,287,4.9,505,5.7
Wed, Nov 16 2011,2100,147,9.5,155,6.5,302,7.9
Wed, Nov 16 2011,2200,142,7,128,7,270,7
Wed, Nov 16 2011,2300,122,6.6,78,9,200,7.5
Wed, Nov 16 2011,2400,57,7,46,15.2,103,10.7
Thu, Nov 17 2011,0100,30,13.3,25,12,55,12.7
Thu, Nov 17 2011,0200,12,25,20,15,32,18.8
Thu, Nov 17 2011,0300,11,27.3,13,53.8,24,41.7
Thu, Nov 17 2011,0400,8,75,21,57.1,29,62.1
Thu, Nov 17 2011,0500,11,81.8,15,33.3,26,53.8
Thu, Nov 17 2011,0600,44,38.6,69,31.9,113,34.5
Thu, Nov 17 2011,0700,157,16.6,112,9.8,269,13.8
Thu, Nov 17 2011,0800,328,9.1,377,7.7,705,8.4
